review_id,product_id,customer_id,order_id,rating,review_text,review_date,is_verified_purchase,helpful_votes
46,160,7605,11251,4,"Все чудово, швидка доставка",2023-01-06,True,17
47,321,7149,48932,3,Є нарікання,2024-02-07,True,19
48,74,13268,20185,5,"Чудовий товар, рекомендую!",2024-05-10,True,6
49,142,12337,55015,3,Якість не дуже,2022-09-05,True,9
50,176,13680,47068,1,Якість не дуже,2023-10-02,True,8
51,261,1142,13827,4,"Все як на фото, супер!",2022-02-25,False,6
52,270,12779,51831,5,"Чудовий товар, рекомендую!",2022-02-22,True,31
53,470,41,16296,4,"Чудовий товар, рекомендую!",2024-07-27,True,32
54,213,1951,36528,4,"Все як на фото, супер!",2022-12-05,True,9
55,273,12613,40801,5,"Все як на фото, супер!",2023-05-04,True,11
56,497,4354,56449,2,Якість не дуже,2022-10-20,True,11
57,257,12617,52834,5,"Все як на фото, супер!",2024-11-28,True,28
58,260,12388,52005,5,"Все чудово, швидка доставка",2024-04-27,True,38
59,148,4975,3616,4,"Чудовий товар, рекомендую!",2022-07-17,True,48
60,181,9419,47376,4,"Все чудово, швидка доставка",2023-06-17,True,47
61,174,2134,75600,5,"Все чудово, швидка доставка",2023-04-07,False,14
62,488,2860,54493,5,"Чудовий товар, рекомендую!",2024-01-20,True,15
63,139,13600,66237,4,Дуже задоволений покупкою,2022-01-03,True,14
64,215,12300,42165,5,"Чудовий товар, рекомендую!",2023-09-22,False,48
65,6,6870,778,1,Довго йшла доставка,2022-02-02,True,23
66,270,11563,3764,5,"Якість відмінна, дякую",2022-03-01,True,22
67,228,6917,10377,5,Дуже задоволений покупкою,2024-08-10,True,44
68,378,8157,3369,4,Дуже задоволений покупкою,2022-08-04,False,21
69,178,7641,72392,3,Якість не дуже,2023-06-21,True,20
70,490,288,6142,4,"Чудовий товар, рекомендую!",2024-06-19,True,22
71,270,3163,27139,2,Не відповідає опису,2024-06-04,False,9
72,24,14749,72403,3,Довго йшла доставка,2024-12-17,True,11
73,382,8915,76488,5,"Все як на фото, супер!",2022-12-07,False,29
74,369,11380,58800,2,Є нарікання,2024-04-10,True,5
75,459,2798,1708,5,"Чудовий товар, рекомендую!",2024-06-27,False,1
76,419,4847,64947,4,Дуже задоволений покупкою,2023-01-26,True,39
77,30,1643,22302,4,"Все чудово, швидка доставка",2024-06-30,True,27
78,153,6609,53527,5,"Все як на фото, супер!",2024-08-28,True,44
79,443,4911,62808,5,"Якість відмінна, дякую",2024-01-21,False,33
80,304,13520,23043,5,"Якість відмінна, дякую",2022-12-10,True,35
81,445,2676,70810,4,"Все чудово, швидка доставка",2023-07-06,False,10
82,234,13168,27737,5,"Все чудово, швидка доставка",2022-07-02,True,22
83,396,10714,33262,5,Дуже задоволений покупкою,2024-12-17,True,44
84,223,4537,1181,4,"Все як на фото, супер!",2022-11-06,True,34
85,380,12524,61357,3,Довго йшла доставка,2023-11-18,True,45
86,436,13904,54354,3,Не відповідає опису,2024-12-25,True,2
87,269,8868,27189,4,"Чудовий товар, рекомендую!",2024-09-04,True,27
88,119,12709,712,3,Не відповідає опису,2022-12-09,True,23
89,309,10560,30975,1,Є нарікання,2024-01-24,True,20
90,224,669,76447,4,"Чудовий товар, рекомендую!",2024-02-16,True,5
91,19,1521,62632,3,Є нарікання,2022-04-20,True,50
92,110,11998,48056,5,"Все як на фото, супер!",2023-10-31,True,27
93,257,10394,69413,3,Не відповідає опису,2023-03-01,True,9
94,498,8364,32478,4,"Якість відмінна, дякую",2024-10-23,True,34
95,223,6536,22045,4,"Все як на фото, супер!",2024-07-29,False,44
96,214,11719,17846,3,Очікував кращого,2022-08-15,True,5
97,377,12008,39052,4,Дуже задоволений покупкою,2024-11-01,True,30
98,338,12589,65244,4,"Чудовий товар, рекомендую!",2023-02-11,True,30
99,36,7795,39330,4,"Все чудово, швидка доставка",2024-03-25,True,18
100,464,14311,44217,3,Якість не дуже,2024-03-14,True,7
101,117,534,2739,5,"Якість відмінна, дякую",2024-10-16,True,38
102,246,1691,53709,2,Довго йшла доставка,2024-11-27,True,18
103,257,10554,30755,5,"Чудовий товар, рекомендую!",2022-08-03,True,29
104,134,7339,63647,4,"Чудовий товар, рекомендую!",2022-07-11,True,27
105,120,3388,78190,3,Очікував кращого,2023-09-14,True,1
106,215,13971,21682,3,Очікував кращого,2022-08-01,True,26
107,60,5532,63450,4,"Якість відмінна, дякую",2023-02-27,True,3
108,45,11251,55331,5,"Якість відмінна, дякую",2022-09-30,False,6
109,163,13810,24347,2,Є нарікання,2024-07-11,True,10
110,469,12048,76717,5,"Все чудово, швидка доставка",2022-11-26,True,17
111,451,11512,76714,3,Якість не дуже,2023-05-30,True,17
112,255,9133,74477,4,Дуже задоволений покупкою,2024-04-18,False,42
113,395,5523,65275,4,"Чудовий товар, рекомендую!",2022-05-09,True,31
114,464,7481,41166,4,Дуже задоволений покупкою,2023-02-10,True,38
115,317,11720,23171,5,"Все як на фото, супер!",2023-03-20,True,40
116,293,1122,56923,4,"Чудовий товар, рекомендую!",2022-01-24,True,35
117,204,1570,51370,2,Не відповідає опису,2024-06-10,True,32
118,157,4694,22724,3,Є нарікання,2022-10-17,True,39
119,363,4067,68293,3,Не відповідає опису,2024-10-08,True,36
120,95,7626,52239,5,"Чудовий товар, рекомендую!",2024-07-21,False,27
121,29,351,56057,2,Є нарікання,2024-09-27,False,35
122,330,10086,57237,2,Довго йшла доставка,2023-04-11,True,50
123,428,12457,40679,4,"Якість відмінна, дякую",2024-05-27,True,7
124,440,4097,54916,5,"Все як на фото, супер!",2024-05-27,True,15
125,147,46,73113,4,"Якість відмінна, дякую",2023-05-12,True,1
126,408,14841,58692,5,"Якість відмінна, дякую",2024-09-24,True,23
127,111,2112,36465,5,"Чудовий товар, рекомендую!",2023-03-17,True,1
128,87,11435,27149,1,Якість не дуже,2023-11-02,False,18
129,71,2124,77493,5,"Якість відмінна, дякую",2023-01-29,False,21
130,468,10071,46859,5,Дуже задоволений покупкою,2022-08-13,True,46
131,447,218,42490,3,Не відповідає опису,2022-07-30,True,28
132,70,11577,70318,5,"Якість відмінна, дякую",2023-09-13,True,48
133,6,1056,46023,3,Якість не дуже,2023-11-13,False,11
134,494,8960,49460,1,Довго йшла доставка,2024-01-23,True,33
135,440,12133,12205,5,Дуже задоволений покупкою,2024-12-02,True,49
136,417,8725,39946,4,"Все як на фото, супер!",2024-12-22,True,22
137,498,7434,75018,5,Дуже задоволений покупкою,2024-08-03,False,21
138,401,11125,38569,1,Очікував кращого,2023-10-30,True,35
139,432,8351,34533,5,"Якість відмінна, дякую",2023-02-14,True,29
140,168,10025,72026,5,"Чудовий товар, рекомендую!",2024-11-26,True,31
141,118,6979,45760,5,"Якість відмінна, дякую",2023-11-23,True,20
142,249,2077,54274,4,"Якість відмінна, дякую",2022-11-02,True,48
143,113,4819,7718,4,"Чудовий товар, рекомендую!",2022-07-13,True,29
144,378,3808,5883,5,"Чудовий товар, рекомендую!",2024-11-25,True,13
145,415,12289,68894,4,"Чудовий товар, рекомендую!",2024-05-19,True,4
146,120,9950,75515,4,"Чудовий товар, рекомендую!",2023-10-18,True,12
147,128,11298,40381,5,"Якість відмінна, дякую",2023-08-03,True,14
148,171,14624,26990,3,Довго йшла доставка,2022-04-27,True,29
149,299,4913,44921,5,"Все як на фото, супер!",2023-07-26,True,8
150,373,10448,30947,5,"Якість відмінна, дякую",2023-02-19,True,6
151,361,8432,13542,3,Якість не дуже,2022-12-13,True,7
152,266,8894,32610,5,Дуже задоволений покупкою,2024-05-28,True,10
153,220,12283,48077,5,"Чудовий товар, рекомендую!",2022-12-29,True,34
154,204,11970,72381,3,Якість не дуже,2024-05-13,True,6
155,142,2485,75004,3,Довго йшла доставка,2022-01-09,True,1
156,36,10986,25766,4,"Все чудово, швидка доставка",2024-07-01,False,28
157,444,10884,16450,2,Довго йшла доставка,2024-07-15,False,32
158,147,4423,48188,4,Дуже задоволений покупкою,2024-06-01,True,7
159,249,9949,29447,4,Дуже задоволений покупкою,2023-06-14,True,6
160,112,12042,49375,5,Дуже задоволений покупкою,2022-02-22,False,4
161,192,6883,23706,4,"Чудовий товар, рекомендую!",2023-03-30,True,28
162,294,4889,38673,5,"Все чудово, швидка доставка",2022-10-06,True,1
163,232,6466,11874,5,"Чудовий товар, рекомендую!",2023-04-03,True,0
164,422,6424,54436,5,"Чудовий товар, рекомендую!",2023-09-10,True,37
165,316,1485,76116,5,"Все як на фото, супер!",2023-01-18,True,22
166,296,10037,11683,4,"Все як на фото, супер!",2024-12-25,True,9
167,210,7901,31796,5,"Чудовий товар, рекомендую!",2022-09-29,True,40
168,83,2286,14979,3,Не відповідає опису,2023-12-11,True,29
169,485,14371,67576,3,Довго йшла доставка,2022-01-01,True,20
170,252,10632,75925,4,"Все чудово, швидка доставка",2022-06-15,True,44
171,85,6436,47377,5,"Все чудово, швидка доставка",2024-03-18,False,25
172,355,9474,47901,2,Є нарікання,2024-07-29,True,32
173,145,1423,7598,5,"Все як на фото, супер!",2023-09-29,True,7
174,61,14710,58884,4,"Якість відмінна, дякую",2024-07-19,True,2
175,259,11217,29353,5,"Все чудово, швидка доставка",2022-03-03,True,4
176,321,11396,65143,4,"Чудовий товар, рекомендую!",2022-04-23,True,24
177,419,7673,55700,5,"Якість відмінна, дякую",2024-09-15,True,9
178,204,13338,17346,2,Довго йшла доставка,2022-10-12,True,44
179,193,3962,5346,4,"Чудовий товар, рекомендую!",2023-12-14,False,16
180,383,5386,51372,4,Дуже задоволений покупкою,2023-11-25,True,46
181,372,2851,42595,5,"Чудовий товар, рекомендую!",2024-03-18,True,29
182,442,7276,9900,5,"Чудовий товар, рекомендую!",2023-01-25,True,19
183,175,8623,65221,2,Якість не дуже,2023-02-09,True,45
184,83,4098,68478,2,Не відповідає опису,2024-07-28,True,17
185,29,11729,64690,4,Дуже задоволений покупкою,2023-10-17,True,25
186,125,12362,59886,4,"Все чудово, швидка доставка",2023-02-11,True,20
187,89,7059,62158,5,"Все чудово, швидка доставка",2024-03-20,True,25
188,302,7806,1573,2,Очікував кращого,2022-07-29,True,21
189,176,12827,49176,4,"Все як на фото, супер!",2024-04-18,True,2
190,170,7088,62178,5,"Чудовий товар, рекомендую!",2024-02-23,True,35
191,415,13096,53149,3,Довго йшла доставка,2024-10-09,True,17
192,288,1041,50510,5,Дуже задоволений покупкою,2023-01-20,True,34
193,471,8054,50975,4,Дуже задоволений покупкою,2024-05-29,True,6
194,24,11801,55848,5,"Якість відмінна, дякую",2024-03-27,True,23
195,396,3733,52777,5,Дуже задоволений покупкою,2023-01-23,True,36
196,460,13269,69958,3,Є нарікання,2023-12-03,True,8
197,420,12756,44268,4,"Чудовий товар, рекомендую!",2024-10-12,True,8
198,160,14337,48139,4,"Чудовий товар, рекомендую!",2024-04-18,True,13
199,387,5469,60901,2,Якість не дуже,2022-11-09,True,3
200,10,4078,48927,3,Не відповідає опису,2022-01-11,True,35
201,421,14283,28241,1,Не відповідає опису,2023-09-24,True,21
202,95,1369,6994,3,Довго йшла доставка,2022-11-01,False,0
203,426,3064,43553,5,Дуже задоволений покупкою,2022-06-27,True,25
204,91,9387,30246,3,Є нарікання,2022-05-22,True,15
205,69,9352,33316,5,"Все чудово, швидка доставка",2022-10-12,True,13
206,301,1380,58514,4,"Якість відмінна, дякую",2022-02-14,True,13
207,251,7858,68103,3,Є нарікання,2023-09-09,True,21
208,127,2574,20770,2,Очікував кращого,2024-06-16,True,29
209,319,2235,69153,2,Довго йшла доставка,2024-03-21,True,29
210,5,4421,16256,5,Дуже задоволений покупкою,2022-09-11,True,46
211,313,3481,17752,5,"Чудовий товар, рекомендую!",2022-09-06,True,17
212,369,13365,58083,3,Очікував кращого,2022-12-20,True,24
213,345,253,62306,5,"Все чудово, швидка доставка",2024-06-06,False,20
214,112,12534,42452,5,"Якість відмінна, дякую",2023-01-08,True,47
215,365,3235,58337,4,"Чудовий товар, рекомендую!",2022-07-18,True,37
216,276,5038,42024,5,"Якість відмінна, дякую",2023-07-31,True,30
217,280,10244,25233,4,"Якість відмінна, дякую",2023-09-02,False,45
218,399,2716,9465,5,"Якість відмінна, дякую",2023-08-11,True,38
219,109,10789,53782,4,"Чудовий товар, рекомендую!",2023-11-06,True,9
220,66,1766,78985,4,Дуже задоволений покупкою,2023-11-20,False,12
221,120,10943,39510,4,Дуже задоволений покупкою,2022-04-14,True,24
222,317,9360,20528,4,"Чудовий товар, рекомендую!",2022-01-22,True,47
223,332,4231,37671,5,"Все чудово, швидка доставка",2023-11-24,True,35
224,363,7618,44420,3,Очікував кращого,2024-05-11,True,4
225,155,1982,47983,1,Не відповідає опису,2023-04-01,True,2
226,255,6707,18420,2,Очікував кращого,2022-11-04,True,36
227,186,12805,40331,2,Не відповідає опису,2023-03-15,False,10
228,200,8613,57631,4,"Все чудово, швидка доставка",2023-11-29,True,0
229,202,11118,14304,5,"Все чудово, швидка доставка",2022-11-14,True,8
230,414,2461,11314,4,"Все чудово, швидка доставка",2024-05-26,False,21
231,298,4109,45570,5,Дуже задоволений покупкою,2023-05-19,False,11
232,183,4895,46585,4,"Все чудово, швидка доставка",2023-03-12,True,13
233,459,1418,57159,5,"Чудовий товар, рекомендую!",2024-07-02,True,10
234,266,4467,47918,4,"Чудовий товар, рекомендую!",2023-09-03,True,37
235,240,3135,78857,5,Дуже задоволений покупкою,2024-05-26,True,17
236,161,1751,40243,3,Очікував кращого,2022-08-31,True,17
237,90,14979,37473,4,"Все чудово, швидка доставка",2024-09-23,True,28
238,225,4085,33427,5,"Все як на фото, супер!",2022-05-22,True,28
239,172,4245,38866,4,"Чудовий товар, рекомендую!",2023-03-22,True,9
240,207,8995,35300,2,Є нарікання,2024-02-18,True,2
241,63,6302,40564,5,"Чудовий товар, рекомендую!",2023-02-04,True,23
242,490,13784,9151,2,Очікував кращого,2022-12-10,True,6
243,499,5736,1888,3,Довго йшла доставка,2022-03-28,False,18
244,105,35,34524,4,"Якість відмінна, дякую",2023-12-23,True,10
245,148,8913,56482,3,Довго йшла доставка,2023-05-24,True,34
246,212,4205,1420,4,Дуже задоволений покупкою,2024-03-19,True,36
247,24,11047,41644,5,"Чудовий товар, рекомендую!",2024-05-14,True,48
248,344,9394,43843,5,"Все чудово, швидка доставка",2022-11-20,True,21
249,401,7011,64590,5,"Якість відмінна, дякую",2023-09-04,True,38
250,357,8324,43262,4,"Все чудово, швидка доставка",2024-10-13,True,10
251,200,171,21405,4,Дуже задоволений покупкою,2022-01-18,False,21
252,268,591,23630,2,Не відповідає опису,2023-02-27,False,34
253,218,8952,19166,4,"Якість відмінна, дякую",2023-03-06,True,18
254,194,8606,74008,4,"Чудовий товар, рекомендую!",2022-12-21,True,40
255,491,13089,75099,2,Очікував кращого,2023-08-31,True,2
256,112,4815,61146,5,"Чудовий товар, рекомендую!",2023-10-13,True,4
257,337,4190,42195,5,"Якість відмінна, дякую",2024-03-09,True,35
258,189,5498,36249,4,"Все чудово, швидка доставка",2023-06-30,True,27
259,316,10411,69916,2,Якість не дуже,2023-02-24,True,20
260,211,10485,20163,5,"Якість відмінна, дякую",2023-10-08,True,30
261,315,9304,39734,4,"Якість відмінна, дякую",2024-11-05,True,26
262,433,3922,67407,4,"Все чудово, швидка доставка",2023-11-22,True,45
263,129,10706,46150,3,Очікував кращого,2023-01-25,True,50
264,134,11866,69588,4,Дуже задоволений покупкою,2024-07-05,True,22
265,435,10632,10339,4,"Все чудово, швидка доставка",2024-11-05,True,26
266,95,8643,52933,5,"Якість відмінна, дякую",2022-03-14,False,32
267,407,4346,75590,3,Очікував кращого,2023-11-03,False,0
268,433,6357,1333,5,"Якість відмінна, дякую",2023-04-25,True,36
269,163,2534,66101,1,Якість не дуже,2023-10-02,True,48
270,54,4988,60807,5,"Якість відмінна, дякую",2022-05-22,False,31
271,419,10923,2512,3,Довго йшла доставка,2022-08-31,True,30
272,443,11722,6674,5,Дуже задоволений покупкою,2022-02-23,True,36
273,472,4897,40617,4,"Чудовий товар, рекомендую!",2022-07-03,False,7
274,41,11817,48491,5,"Якість відмінна, дякую",2022-07-15,True,20
275,165,9856,43802,4,"Якість відмінна, дякую",2023-04-06,True,22
276,118,14906,65488,5,"Чудовий товар, рекомендую!",2022-03-22,False,14
277,447,8248,8808,4,Дуже задоволений покупкою,2023-12-25,True,47
278,49,4382,16804,5,"Якість відмінна, дякую",2022-11-07,True,46
279,441,2413,9905,4,"Чудовий товар, рекомендую!",2022-07-11,True,31
280,472,161,54734,4,"Все як на фото, супер!",2023-06-09,True,9
281,296,12165,37629,5,"Все як на фото, супер!",2023-10-09,True,32
282,174,11779,53108,4,"Все як на фото, супер!",2023-06-17,True,8
283,188,1622,36774,3,Довго йшла доставка,2024-02-01,True,33
284,147,14054,6870,5,Дуже задоволений покупкою,2023-08-26,True,24
285,116,11158,50087,4,"Все як на фото, супер!",2022-08-09,True,24
286,275,14638,74580,5,"Все як на фото, супер!",2022-10-25,True,1
287,27,7903,45120,5,Дуже задоволений покупкою,2022-09-14,True,4
288,242,14616,19686,5,"Все як на фото, супер!",2023-12-12,True,31
289,381,829,14202,5,"Все чудово, швидка доставка",2024-08-30,True,34
290,436,7504,61198,4,"Якість відмінна, дякую",2022-01-10,True,9
291,105,10187,34073,3,Є нарікання,2023-10-27,True,13
292,243,11764,7868,2,Є нарікання,2022-07-22,True,7
293,290,7603,45838,4,"Чудовий товар, рекомендую!",2023-08-25,True,26
294,180,4546,63738,5,"Все як на фото, супер!",2023-11-17,True,41
295,245,2240,65138,5,"Все чудово, швидка доставка",2024-03-24,True,10
296,13,491,61508,4,"Якість відмінна, дякую",2022-05-29,True,29
297,61,12335,42229,5,"Чудовий товар, рекомендую!",2024-08-23,False,35
298,14,11533,47437,3,Якість не дуже,2022-07-29,True,14
299,198,8933,78737,5,"Все як на фото, супер!",2024-06-19,True,39
300,61,7396,77679,5,Дуже задоволений покупкою,2023-06-20,True,43
301,400,11922,31249,4,"Якість відмінна, дякую",2022-11-10,True,47
302,38,5555,10171,4,Дуже задоволений покупкою,2022-03-01,False,3
303,321,9989,54218,5,"Все як на фото, супер!",2022-05-14,True,36
304,135,11121,8444,5,"Чудовий товар, рекомендую!",2023-03-26,True,16
305,153,5130,76447,5,"Все як на фото, супер!",2022-04-28,False,20
306,379,10185,27390,4,"Чудовий товар, рекомендую!",2022-06-16,True,15
307,406,9426,70563,4,Дуже задоволений покупкою,2022-01-09,True,31
308,302,12699,22410,5,"Все як на фото, супер!",2023-02-20,True,31
309,273,576,28482,4,"Якість відмінна, дякую",2024-08-23,True,20
310,159,8042,27713,5,"Якість відмінна, дякую",2024-09-10,False,21
311,294,9204,11561,2,Не відповідає опису,2023-08-18,True,49
312,163,1684,60194,4,"Все чудово, швидка доставка",2023-09-10,True,39
313,275,3881,32830,5,Дуже задоволений покупкою,2024-11-14,True,42
314,17,8964,4812,4,"Все чудово, швидка доставка",2023-03-31,True,48
315,165,10219,71006,5,"Все як на фото, супер!",2023-09-23,True,48
316,325,10332,24208,2,Якість не дуже,2023-04-16,True,20
317,211,2058,52388,5,"Все як на фото, супер!",2024-12-14,True,19
318,378,3777,16389,5,"Все чудово, швидка доставка",2024-04-15,True,50
319,405,8998,56410,3,Довго йшла доставка,2023-12-22,False,37
320,166,363,74317,4,Дуже задоволений покупкою,2024-05-20,True,17
321,282,1996,41105,4,"Все як на фото, супер!",2024-08-04,True,11
322,402,10468,70218,4,"Чудовий товар, рекомендую!",2024-03-21,True,38
323,119,6079,62006,2,Очікував кращого,2023-01-27,True,4
324,86,4550,39854,4,"Все як на фото, супер!",2024-01-20,False,17
325,24,4454,41134,4,"Все як на фото, супер!",2023-10-11,True,39
326,497,3922,73774,4,"Якість відмінна, дякую",2022-12-18,True,35
327,322,3036,1569,3,Довго йшла доставка,2023-07-01,True,27
328,439,11294,71480,3,Очікував кращого,2022-08-24,False,17
329,170,5383,34499,5,"Все як на фото, супер!",2022-08-30,True,36
330,9,9531,42940,4,"Все як на фото, супер!",2022-01-05,True,14
331,107,3857,49102,5,"Чудовий товар, рекомендую!",2023-06-26,False,28
332,152,7700,52909,3,Очікував кращого,2024-01-23,True,13
333,229,11340,42628,3,Якість не дуже,2024-05-28,True,47
334,291,8494,22314,4,Дуже задоволений покупкою,2024-08-12,True,20
335,149,2575,76045,3,Якість не дуже,2023-11-10,True,40
336,63,12084,46824,5,"Чудовий товар, рекомендую!",2022-10-14,True,1
337,285,14277,73308,4,"Якість відмінна, дякую",2024-09-01,True,19
338,475,1186,78996,4,Дуже задоволений покупкою,2022-01-17,True,3
339,70,1750,5521,4,"Все чудово, швидка доставка",2022-07-10,True,19
340,226,7656,18376,4,"Все як на фото, супер!",2024-05-12,True,19
341,189,7313,49143,4,"Все як на фото, супер!",2023-04-05,True,50
342,101,13505,51885,5,"Все чудово, швидка доставка",2024-12-29,True,34
343,177,13559,19948,5,"Все як на фото, супер!",2024-06-08,True,35
344,87,6048,43820,5,"Все чудово, швидка доставка",2022-11-05,True,23
345,358,9662,27155,2,Якість не дуже,2024-09-09,True,49
346,266,3260,58564,3,Не відповідає опису,2023-01-11,True,24
347,449,13206,70592,5,"Все чудово, швидка доставка",2022-07-06,True,4
348,40,13008,47489,5,"Все як на фото, супер!",2023-06-07,True,21
349,411,4066,15340,5,"Якість відмінна, дякую",2024-01-04,True,39
350,191,6314,54108,4,Дуже задоволений покупкою,2024-10-11,True,48
351,205,10622,21999,5,"Все чудово, швидка доставка",2022-07-03,True,10
352,51,8112,13670,5,"Якість відмінна, дякую",2023-02-12,True,9
353,79,2797,63366,4,"Все чудово, швидка доставка",2024-06-09,True,5
354,203,13051,62114,5,"Якість відмінна, дякую",2022-04-11,True,28
355,424,5127,32576,5,"Якість відмінна, дякую",2023-05-19,True,31
356,90,11817,7709,4,"Все як на фото, супер!",2022-10-26,True,17
357,364,277,76355,3,Не відповідає опису,2022-11-28,True,26
358,261,1229,25104,4,"Все як на фото, супер!",2022-05-04,True,12
359,483,14259,8096,5,"Все як на фото, супер!",2023-09-12,False,15
360,160,1590,19170,4,"Все чудово, швидка доставка",2023-09-18,False,38
361,359,11976,26228,4,"Все як на фото, супер!",2024-10-25,False,21
362,6,4792,57215,5,"Все чудово, швидка доставка",2023-04-20,True,18
363,458,3753,27766,5,"Все чудово, швидка доставка",2024-08-25,True,45
364,79,11898,49207,4,"Чудовий товар, рекомендую!",2024-11-01,True,1
365,487,3476,71134,2,Якість не дуже,2023-03-24,False,48
366,213,7724,66381,3,Очікував кращого,2024-03-28,True,16
367,136,12602,61067,3,Є нарікання,2022-06-24,True,49
368,371,1000,28684,5,"Якість відмінна, дякую",2024-12-02,True,20
369,221,14039,533,5,"Все як на фото, супер!",2022-01-17,True,8
370,331,1809,26702,1,Довго йшла доставка,2024-02-18,True,8
371,300,1240,20513,5,Дуже задоволений покупкою,2023-10-16,True,5
372,250,14750,50290,5,"Якість відмінна, дякую",2023-08-03,True,37
373,388,7215,10480,5,"Все чудово, швидка доставка",2023-09-22,True,45
374,453,7593,32907,5,"Якість відмінна, дякую",2023-04-21,False,40
375,294,3172,27265,4,"Якість відмінна, дякую",2022-04-05,True,41
376,350,12393,18992,4,"Якість відмінна, дякую",2023-10-21,True,11
377,342,7493,33692,4,"Чудовий товар, рекомендую!",2022-12-25,True,3
378,355,11611,23858,4,"Якість відмінна, дякую",2023-01-18,True,43
379,99,14774,26188,3,Довго йшла доставка,2024-10-10,True,36
380,71,13782,65668,1,Якість не дуже,2023-09-12,True,27
381,263,5360,46778,3,Не відповідає опису,2023-08-18,False,43
382,236,13294,17827,3,Якість не дуже,2024-11-20,True,10
383,317,653,24814,5,"Чудовий товар, рекомендую!",2023-03-21,False,21
384,348,5720,10847,3,Довго йшла доставка,2022-04-08,True,35
385,87,5436,75167,2,Очікував кращого,2022-05-16,True,30
386,206,14713,12691,5,"Все як на фото, супер!",2024-11-18,True,24
387,17,6226,38129,5,"Чудовий товар, рекомендую!",2023-12-29,False,4
388,10,4472,69164,4,"Все чудово, швидка доставка",2023-03-09,True,12
389,323,1387,76634,5,"Все як на фото, супер!",2023-10-28,True,26
390,118,5836,24822,5,Дуже задоволений покупкою,2024-07-27,True,11
391,233,11228,48518,1,Якість не дуже,2023-03-03,True,14
392,273,11504,63421,4,"Все як на фото, супер!",2022-04-23,True,7
393,106,14395,42682,5,"Якість відмінна, дякую",2024-06-24,True,28
394,266,14363,35193,4,"Все як на фото, супер!",2024-02-15,True,30
395,131,3386,61810,5,Дуже задоволений покупкою,2022-09-29,True,3
